algorithm,scenario,checkpoint_count,checkpoint_episode,bytes,relative_path
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_7/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_8/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_8/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_9/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_9/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_0/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_0/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_1/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_1/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_10/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_10/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_11/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_11/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_12/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_12/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_13/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_13/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_14/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_14/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_15/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_15/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_16/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_16/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_2/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_2/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_3/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_3/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_4/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_4/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_5/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_5/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_6/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_6/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_7/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_7/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_8/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_8/critic.pt
MATD3,E3,34,,968007,checkpoints/offpolicy_run/models/policy_9/actor.pt
MATD3,E3,34,,7839701,checkpoints/offpolicy_run/models/policy_9/critic.pt
